feature,importance,feature_label,target_name,target_col,population,feature_set,model_type
sent_vote_complete_count_d0_3,299,D0-D3 완료 발신 수,payment_count,payment_count_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
class_active_users_d0_3,282,D0-D3 같은 반 활동 유저 수,payment_count,payment_count_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
received_vote_days_d0_3,134,D0-D3 수신 발생일수,payment_count,payment_count_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
first_received_vote_day_d0_3,125,첫 수신 발생일,payment_count,payment_count_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
sent_vote_active_days_d0_3,53,D0-D3 발신 활동일수,payment_count,payment_count_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
point_use_after_received_vote_yn_d0_3,1,수신 후 포인트 사용 여부,payment_count,payment_count_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
received_vote_yn_d0_3,0,D0-D3 수신 경험 여부,payment_count,payment_count_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
sent_vote_experience_d0_3,0,D0-D3 발신 경험 여부,payment_count,payment_count_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
grade_users_d0_3,1354,D0-D3 같은 학년 유저 수,bought_hearts,bought_hearts_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
friends_d3,1322,D3 친구 수,bought_hearts,bought_hearts_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
received_vote_count_d0_3,918,D0-D3 수신 Ping 수,bought_hearts,bought_hearts_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
class_users_d0_3,625,D0-D3 같은 반 유저 수,bought_hearts,bought_hearts_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
grade_active_users_d0_3,533,D0-D3 같은 학년 활동 유저 수,bought_hearts,bought_hearts_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
point_use_after_received_vote_count_d0_3,478,수신 후 포인트 사용 횟수,bought_hearts,bought_hearts_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
sent_vote_complete_rate_d0_3,428,D0-D3 발신 완료율,bought_hearts,bought_hearts_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
sent_vote_distinct_questions_d0_3,376,D0-D3 고유 질문 수,bought_hearts,bought_hearts_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
sent_vote_distinct_chosen_users_d0_3,329,D0-D3 선택 고유 유저 수,bought_hearts,bought_hearts_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
class_active_users_d0_3,316,D0-D3 같은 반 활동 유저 수,bought_hearts,bought_hearts_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
sent_vote_count_d0_3,279,D0-D3 발신 투표 수,bought_hearts,bought_hearts_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
sent_vote_complete_count_d0_3,193,D0-D3 완료 발신 수,bought_hearts,bought_hearts_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
first_received_vote_day_d0_3,150,첫 수신 발생일,bought_hearts,bought_hearts_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
received_vote_days_d0_3,145,D0-D3 수신 발생일수,bought_hearts,bought_hearts_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
sent_vote_active_days_d0_3,51,D0-D3 발신 활동일수,bought_hearts,bought_hearts_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
point_use_after_received_vote_yn_d0_3,2,수신 후 포인트 사용 여부,bought_hearts,bought_hearts_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
sent_vote_experience_d0_3,1,D0-D3 발신 경험 여부,bought_hearts,bought_hearts_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
received_vote_yn_d0_3,0,D0-D3 수신 경험 여부,bought_hearts,bought_hearts_d4_28,관계 경험자,환경축 + 수신/발신축,LightGBM
